FID,Shape,ORGANIZATI,UNIT,SUBUNIT,SUBUNIT2,FIREID,FIRENAME,FIRENUMBER,FIRECODE,CAUSE,SPECCAUSE,STATCAUSE,SIZECLASS,SIZECLASSN,FIRETYPE,STARTDATED,STATE,STATE_FIPS,FIPS,lat,lon,acres
29648,Point,FWS,43558,USLABBR,Big Branch Marsh National Wildlife Refuge,91406,Lorelei,2016USLABBRKR5M,KR5M,Human,0,0,B,2, ,10/10/16,Louisiana,22,22,30.327274,-90.001112,0.5
29902,Point,FWS,33510,USIADSR,Desoto National Wildlife Refuge,89722,DeSoto 1,2016USIADSRJ78N,J78N,Undetermined,0,0,B,2, ,4/10/16,Iowa,19,19,41.493458,-96.006784,0.5
30112,Point,FWS,13700,USWAHFR,Hanford Reach National Monument/Saddle Mountain National Wildlife Refuge,91451,HWY 24 MP 56.5 B,2016USWAHFRKSS6,KSS6,Human,0,0,B,2, ,10/11/16,Washington,53,53,46.73809,-119.54633,0.5
30706,Point,FWS,41528,USPRVQR,Vieques National Wildlife Refuge,89662,Puerto Diablo -1,2016USPRVQRJ71Z,J71Z,Human,0,0,B,2, ,4/5/16,Puerto Rico,72,72,18.139167,-65.33,0.5
30819,Point,FWS,52550,USNYMZR,Montezuma National Wildlife Refuge,89900,NY MZR FY16 WF St Lawrence HQ Field,2016USNYMZRJ8RP,J8RP,Undetermined,0,0,B,2, ,4/25/16,New York,36,36,44.414847,-75.365363,0.5
455029,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,691064,Lake,8,J79A,Human,0,0,NR,0,3,4/6/16,California,6,6,0,0,0.5
778134,Point,NPS,IMRO,MTGNP,Glacier National Park,696619,176,14,KM8Z,Human,0,0,B,2,3,8/22/16,Montana,30,30,0,0,0.5
778135,Point,NPS,IMRO,MTGNP,Glacier National Park,696620,352 Parma Drive,15,KM8A,Human,0,0,NR,0,3,8/22/16,Montana,30,30,0,0,0.5
804422,Point,NPS,NERO,MACCP,Cape Cod National Seashore,702151,Truro Structure Burn,1609, ,Human,0,0,B,2,3,5/21/16,Massachusetts,25,25,42.0444,-70.0664,0.5
26801,Point,FWS,41515,USFLLSR,Lower Suwannee National Wildlife Refuge,89789,Long Cabbage Island Fire,2016USFLLSR4023,4023,Human,0,0,B,2,2,4/18/16,Florida,12,12,29.22083,-83.08194,0.5
30597,Point,FWS,81654,USCASJR,San Joaquin River National Wildlife Refuge,89437,Lara Unit,2016USCASJR8015,8015,Human,0,0,B,2,2,3/12/16,California,6,6,37.605,-121.178,0.5
794602,Point,NPS,MWRO,ARBUP,Buffalo National River,701883,Red Bluff Over Look - Brewer Brown WF,1714,KU9Q,Natural,30,0,B,2,2,12/28/16,Arkansas,5,5,35.9775,-92.8592,0.5
835131,Point,NPS,SERO,FLBCP,Big Cypress National Preserve,694044,Natural Out RA70,41, ,Natural,1,0,B,2,2,7/18/16,Florida,12,12,26.17285,-81.20516,0.5
571855,Point,BLM,AK,AKAFS,Alaska Fire Service,695399,Eenayarak River,419,KFR1,Natural,0,0,B,2,1,7/13/16,Alaska,2,2,60.12,-162.02,0.5
571654,Point,BLM,AK,AKAFS,Alaska Fire Service,691200,Machine 1,28,J72A,Human,0,0,B,2,1,4/12/16,Alaska,2,2,64.8083,-147.6553,0.5
571873,Point,BLM,AK,AKAFS,Alaska Fire Service,695682,Hunter Creek,446,KFU5,Natural,0,0,B,2,1,7/13/16,Alaska,2,2,64.5211,-155.1639,0.5
616443,Point,BLM,CA,CANOD,NorCal District,697618,Cowhead,4780,KQL8,Human,3,0,B,2,1,9/15/16,California,6,6,41.886047,-120.10795,0.5
26806,Point,FWS,74540,USAKYDR,Yukon Delta National Wildlife Refuge,90729,16419 Eenayarak River,2016USAKYDRKFR1,KFR1,Natural,0,0,B,2,1,7/13/16,Alaska,2,2,60.11667,-162.01667,0.5
30522,Point,FWS,43640,USLASBR,Sabine National Wildlife Refuge,91041,Musk,2016USLASBRKM04,KM04,Natural,0,0,B,2,1,8/1/16,Louisiana,22,22,29.8782,-93.61825,0.5
440305,Point,BIA,NWR,WACOA,Colville Agency,694859,Highway 155 #2,74,KH7P,Human,25,0,B,2,1,7/26/16,Washington,53,53,48.365827,-119.2511,0.5
635323,Point,BLM,CO,COGJD,Grand Junction Center,702068,French Gulch,608,KP7W,Natural,0,0,B,2,1,9/12/16,Colorado,8,8,39.4881,-106.0109,0.5
664880,Point,BLM,MT,MTMCD,Miles City Field Office,694503,Jumpoff,231,KH4W,Natural,0,0,B,2,1,7/25/16,South Dakota,46,46,45.5447,-103.8331,0.5
668230,Point,BLM,NM,NMCAD,Carlsbad Field Office,693916,Colfax,327,KAK0,Human,0,0,B,2,1,6/13/16,New Mexico,35,35,32.405911,-104.254997,0.5
683026,Point,BLM,NV,NVCCD,Carson City Field Office,700467,Axe Handle,30361,KGS9,Human,0,0,B,2,1,7/19/16,Nevada,32,32,39.74839,-119.686303,0.5
705564,Point,BLM,NV,NVWID,Winnemucca Field Office,692239,Piper,20050,KA1T,Human,0,0,B,2,1,6/16/16,Nevada,32,32,40.8917,-117.7831,0.5
724671,Point,BLM,OR,ORPRD,Prineville District,699248,559,559,KPD2,Human,0,0,B,2,1,9/2/16,Oregon,41,41,44.185,-120.7744,0.5
730812,Point,BLM,OR,ORVAD,Vale District,694316,Malheur Butte,42,KB3F,Human,26,0,B,2,1,6/24/16,Oregon,41,41,44.0228,-117.085,0.5
737096,Point,BLM,UT,UTCCD,Cedar City Field Office,698537,MM47 I15,278,KB38,Human,0,0,B,2,1,6/25/16,Utah,49,49,37.5547,-113.1936,0.5
737099,Point,BLM,UT,UTCCD,Cedar City Field Office,696592,Cedar City Assist 02,300,KCL7,Human,0,0,B,2,1,6/28/16,Utah,49,49,37.7231,-113.0575,0.5
737197,Point,BLM,UT,UTCCD,Cedar City Field Office,698004,Harmony Heights,737,EKW4,Natural,0,0,B,2,1,9/13/16,Utah,49,49,37.4489,-113.3044,0.5
742831,Point,BLM,UT,UTMOD,Moab Field Office,695132,Carbon Canal,6171,KF14,Human,0,0,B,2,1,7/15/16,Utah,49,49,39.52153,-110.82411,0.5
742948,Point,BLM,UT,UTMOD,Moab Field Office,701352,West Water,6403,KTV0,Human,0,0,B,2,1,11/14/16,Utah,49,49,37.6256,-109.495,0.5
756321,Point,BLM,WY,WYBFD,Buffalo Field Office,689256,Little Woman, ,J6GG,Human,0,0,B,2,1,2/29/16,Wyoming,56,56,44.22619,-106.81522,0.5
757673,Point,BLM,WY,WYCAD,Casper Field Office,694213,Lone Bear,16267,KG3B,Human,0,0,B,2,1,7/21/16,Wyoming,56,56,43.39091,-106.69466,0.5
762607,Point,BLM,WY,WYRSD,Rock Springs Field Office,697730,Lone Tree,262,KL2F,Human,0,0,B,2,1,8/12/16,Wyoming,56,56,41.05952,-110.157191,0.5
775420,Point,NPS,IMRO,COMVP,Mesa Verde National Park,691999,Pants,7,J93M,Natural,1,0,NR,0,1,6/8/16,Colorado,8,8,37.081494,-107.10369,0.5
785262,Point,NPS,IMRO,TXLAP,Lake Meredith National Recreation Area,689880,Pipeline,6016,D1CZ,Human,0,0,B,2,1,2/27/16,Texas,48,48,35.4675,-101.8653,0.5
785283,Point,NPS,IMRO,TXLAP,Lake Meredith National Recreation Area,699746,104 Arikara,6042,D1CZ,Human,0,0,B,2,1,10/17/16,Texas,48,48,35.6306,-101.5703,0.5
786121,Point,NPS,IMRO,UTBRP,Bryce Canyon National Park,698005,Tropic Assist 01,2,KAU4,Human,0,0,B,2,1,6/14/16,Utah,49,49,37.6117,-112.1158,0.5
789336,Point,NPS,IMRO,UTZIP,Zion National Park,698017,Lemmon,36,KDJ4,Natural,1,0,B,2,1,7/2/16,Utah,49,49,0,0,0.5
789390,Point,NPS,IMRO,UTZIP,Zion National Park,697498,Harmony Heights,90,EKW4,Natural,1,0,B,2,1,9/13/16,Utah,49,49,0,0,0.5
819287,Point,NPS,PWRO,CASMP,Santa Monica Mountains National Recreation Area,691945,Malibu,398,J87K,Human,30,0,B,2,1,5/17/16,California,6,6,34.05725,-118.79828,0.5
844583,Point,NPS,SERO,TNGSP,Great Smoky Mountains National Park,698711,Mountain Laurel Way,16042,KQD1,Natural,30,0,B,2,1,9/13/16,Tennessee,47,47,35.73789,-83.55358,0.5
26326,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,91532,Laurelglen,2016USMSMSRKTH1,KTH1,Human,0,0,B,2,1,11/3/16,Mississippi,28,28,30.45194,-88.645,0.5
26800,Point,FWS,43617,USMSGBR,Grand Bay National Wildlife Refuge,89775,Mile Marker 75,2016USMSGBRJ8C0,J8C0,Undetermined,0,0,B,2,1,4/20/16,Mississippi,28,28,30.466389,-88.420833,0.5
26998,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,91461,Rest Area Fire,2016USMSMSRKSY6,KSY6,Undetermined,0,0,B,2,1,10/21/16,Mississippi,28,28,30.4375,-88.62,0.5
29686,Point,FWS,43615,USMSMSR,Mississippi Sandhill Crane National Wildlife Refuge,91524,Greenbriar,2016USMSMSRKTF0,KTF0,Human,0,0,B,2,1,10/15/16,Mississippi,28,28,30.44667,-88.82639,0.5
30127,Point,FWS,41570,USFLMIR,Merritt Island National Wildlife Refuge,90489,V W,2016USFLMIRKCA6,KCA6,Natural,0,0,B,2,1,6/27/16,Florida,12,12,28.431389,-80.691389,0.5
31523,Point,FWS,41640,USFLSMR,St. Marks National Wildlife Refuge,89210,Gunpowder Fire,2016USFLSMRJ57Q,J57Q,Human,0,0,B,2,1,2/19/16,Florida,12,12,30.188971,-84.216484,0.5
341408,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,689258,Alone,37,J525,Human,19,0,B,2,1,2/12/16,Oklahoma,40,40,35.7256,-94.5489,0.5
341469,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,700906,Transfer Station,98,KT9V,Human,11,0,B,2,1,11/30/16,Oklahoma,40,40,36.0897,-94.9533,0.5
342462,Point,BIA,EOR,OKMIA,Miami Agency,700976,WILLEY,15,KT2R,Human,22,0,B,2,1,11/16/16,Oklahoma,40,40,36.6575,-94.7506,0.5
343738,Point,BIA,EOR,OKOMA,Okmulgee Field Office,700765,Castle,84,KS33,Human,30,0,B,2,1,11/1/16,Oklahoma,40,40,35.5053,-96.3894,0.5
345516,Point,BIA,EOR,OKOSA,Osage Agency,689170,Hightower,21,J54E,Human,32,0,B,2,1,2/15/16,Oklahoma,40,40,36.5933,-96.15367,0.5
345544,Point,BIA,EOR,OKOSA,Osage Agency,689482,Hayman,49,J6L5,Human,30,0,B,2,1,3/5/16,Oklahoma,40,40,36.67478,-96.35314,0.5
349887,Point,BIA,EOR,OKWEA,Wewoka Agency,689467,Cane,31,J6LU,Human,14,0,B,2,1,3/5/16,Oklahoma,40,40,35.1144,-96.523,0.5
349902,Point,BIA,EOR,OKWEA,Wewoka Agency,700322,Anderson,46,KR8M,Human,32,0,B,2,1,10/16/16,Oklahoma,40,40,35.2306,-96.6267,0.5
364418,Point,BIA,GPR,NDSRA,Standing Rock Agency,689460,Gun Creek,13,J6MD,Human,15,0,B,2,1,3/5/16,South Dakota,46,46,45.765,-100.6825,0.5
377091,Point,BIA,GPR,SDCRA,Cheyenne River Agency,700656,BROWN WATER,122,KTR4,Human,30,0,B,2,1,11/13/16,South Dakota,46,46,44.98387,-101.21271,0.5
395344,Point,BIA,GPR,SDRBA,Rosebud Agency,701508,Along,78,KHU9,Human,32,0,B,2,1,7/24/16,South Dakota,46,46,43.1453,-100.96089,0.5
415130,Point,BIA,MWR,WIMEA,Menominee Tribe,691775,Pine Court,3,J8XK,Human,11,0,B,2,1,5/2/16,Wisconsin,55,55,44.8542,-88.4925,0.5
489180,Point,BIA,SPR,OKANA,Anadarko Agency,700340,Posted,16072,KRV0,Human,30,0,B,2,1,10/3/16,Oklahoma,40,40,34.4489,-98.3364,0.5
597822,Point,BLM,CA,CACDD,California Desert District,691565,Valley Wells,7097,J89K,Human,0,0,B,2,1,5/19/16,California,6,6,35.4361,-115.6978,0.5
609139,Point,BLM,CA,CACND,Central California,691508,James,848,J9AP,Human,0,0,B,2,1,5/20/16,California,6,6,35.4969,-119.0311,0.5
609166,Point,BLM,CA,CACND,Central California,692479,Sorrell,1209,J95D,Human,0,0,B,2,1,6/8/16,California,6,6,35.4489,-118.2753,0.5
609193,Point,BLM,CA,CACND,Central California,697625,Bitter,2029,KG5N,Human,0,0,B,2,1,7/21/16,California,6,6,35.7694,-119.9258,0.5
676812,Point,BLM,NV,NVBMD,Battle Mountain Field Office,694417,34 Rd,20116,KH3M,Human,0,0,B,2,1,7/25/16,Nevada,32,32,40.6011,-116.8342,0.5
688359,Point,BLM,NV,NVEKD,Elko Field Office,694984,Locomotion,100106,KF3W,Human,0,0,B,2,1,7/15/16,Nevada,32,32,40.7742,-115.8592,0.5
701753,Point,BLM,NV,NVLVD,Las Vegas Field Office,693259,Lewis,500073,KC9J,Natural,0,0,B,2,1,7/1/16,Nevada,32,32,36.5306,-114.4181,0.5
708268,Point,BLM,OR,ORBUD,Burns District,696636,Indian Baker,57,KK5T,Natural,0,0,B,2,1,8/7/16,Oregon,41,41,43.0981,-118.2092,0.5
726498,Point,BLM,OR,ORROD,Roseburg District,697162,Basin Creek,201614,TF16,Human,0,0,B,2,1,7/30/16,Oregon,41,41,43.4618,-123.5898,0.5
757938,Point,BLM,WY,WYCOD,Cody Field Office,693678,McDonald,238,KEW2,Human,0,0,B,2,1,7/7/16,Wyoming,56,56,44.5051,-109.01268,0.5
447231,Point,BIA,NWR,WAYAA,Yakama Agency,698325,South Wapato,141,KL8T,Human,3,0,B,2,1,8/15/16,Washington,53,53,46.35746,-120.41809,0.5
341498,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,697230,NE16069A,2039,KP7D,Human,30,0,B,2,1,2/9/16,Oklahoma,40,40,35.7775,-94.7094,0.5
341501,Point,BIA,EOR,OKCNA,Cherokee Nation Tribe,697233,NE160128A,2042,KP7J,Human,30,0,B,2,1,2/21/16,Oklahoma,40,40,36.3075,-94.9028,0.5
428601,Point,BIA,NWR,MTFHA,Flathead Agency,696474,SEEPAY,118,KKS0,Human,30,0,B,2,1,8/4/16,Montana,30,30,47.3319,-114.625,0.5
455070,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,692251,MILE POST 17.33,49,J9VG,Human,19,0,B,2,1,6/4/16,California,6,6,41.1231,-123.6858,0.5
455078,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,692249,MILL CREEK #5,57,J97R,Human,19,0,B,2,1,6/11/16,California,6,6,41.0878,-123.6922,0.5
455102,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,692449,Masonite,81,KBR9,Human,19,0,B,2,1,6/23/16,California,6,6,41.08,-123.6883,0.5
455106,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,692668,MIKES POINT #3,85,KB0U,Human,19,0,B,2,1,6/23/16,California,6,6,41.0342,-123.6628,0.5
455107,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,692677,BEAVER CREEK #4,86,KB0V,Human,19,0,B,2,1,6/24/16,California,6,6,41.1006,-123.7108,0.5
455113,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,692877,Airport,92,KB9Y,Human,19,0,B,2,1,6/27/16,California,6,6,41.0461,-123.6681,0.5
455131,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,693413,Marshall 4,110,KD96,Human,19,0,B,2,1,7/6/16,California,6,6,41.0794,-123.695,0.5
455150,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,694101,Pine Creek #8,129,KF03,Human,19,0,B,2,1,7/14/16,California,6,6,41.0575,-123.6886,0.5
455171,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,695239,long rock,150,KHQ5,Human,19,0,B,2,1,7/23/16,California,6,6,41.0992,-123.6983,0.5
455186,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,695318,AIRPORT #2,165,KJ80,Human,19,0,B,2,1,8/2/16,California,6,6,41.0381,-123.6672,0.5
455191,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,695310,CAL PAC #3,170,KK2A,Human,19,0,B,2,1,8/5/16,California,6,6,41.0283,-123.6597,0.5
455204,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,695954,Masonite 5,183,KL4E,Human,19,0,B,2,1,8/13/16,California,6,6,41.08,-123.6892,0.5
455220,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,696270,Heck creek 3,199,KM52,Human,19,0,B,2,1,8/21/16,California,6,6,41.0261,-123.6528,0.5
455236,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,701903,Cal Pac 4,215,KPS3,Human,19,0,B,2,1,9/5/16,California,6,6,41.0306,-123.6564,0.5
455265,Point,BIA,PAR,CAHIA,Hoopa Valley Tribe,699498,Mile Post 14.0,244,KR24,Human,19,0,B,2,1,10/8/16,California,6,6,41.0836,-123.6961,0.5
537409,Point,BIA,WER,AZPMA,Pima Agency,689679,INTERSTATE,107,J6XX,Human,30,0,B,2,1,2/13/16,Arizona,4,4,33.13364,-111.85497,0.5
537513,Point,BIA,WER,AZPMA,Pima Agency,696285,CORNER,1263,KM80,Human,30,0,B,2,1,6/27/16,Arizona,4,4,33.20375,-111.84069,0.5
537522,Point,BIA,WER,AZPMA,Pima Agency,696386,HORSESHOE,1278,KN5C,Human,30,0,B,2,1,7/28/16,Arizona,4,4,33.10436,-111.91881,0.5
537543,Point,BIA,WER,AZPMA,Pima Agency,698834,STOTONIC,1439,KRW4,Human,30,0,B,2,1,9/8/16,Arizona,4,4,33.14566,-111.7983,0.5
710699,Point,BLM,OR,OREUD,Eugene District,701730,16 0151877,160180,KU23,Human,30,0,B,2,1,6/19/16,Oregon,41,41,44.0517,-123.2083,0.5
710701,Point,BLM,OR,OREUD,Eugene District,701732,16 0178676,160196,KU3N,Human,30,0,B,2,1,7/28/16,Oregon,41,41,44.0503,-123.1561,0.5
710703,Point,BLM,OR,OREUD,Eugene District,701734,16 0234196,160236,KU4Y,Human,30,0,B,2,1,9/26/16,Oregon,41,41,44.0483,-123.178,0.5
809709,Point,NPS,NERO,WVAPP,Appalachian National Scenic Trail,700164,AT Fire,1003,KS0G,Human,8,0,B,2,1,10/16/16,Maine,23,23,45.7136,-69.01139,0.5
828765,Point,NPS,PWRO,WALRP,Lake Roosevelt National Recreation Area,697517,Spring Canyon,3,KEV2,Human,26,0,B,2,1,7/6/16,Washington,53,53,47.9319,-118.9436,0.5
364429,Point,BIA,GPR,NDSRA,Standing Rock Agency,691423,Cottonwood,24,J88U,Human,30,0,B,2,1,5/17/16,North Dakota,38,38,46.1014,-100.6589,0.5
411536,Point,BIA,MWR,MNRLA,Red Lake Agency,700553,RL 355,355,J8Z7,Human,30,0,B,2,1,5/9/16,Minnesota,27,27,47.8614,-94.8725,0.5
645468,Point,BLM,ID,IDBPD,Birds of Prey NCA,694062,OTR 25,560,KGU8,Human,32,0,B,2,1,6/8/16,Idaho,16,16,43.19035,-116.02159,0.5
645476,Point,BLM,ID,IDBPD,Birds of Prey NCA,694187,OTR 33,578,KG6P,Human,32,0,B,2,1,6/8/16,Idaho,16,16,43.231,-116.1001,0.5
645481,Point,BLM,ID,IDBPD,Birds of Prey NCA,694234,OTR 38,584,KHB7,Human,32,0,B,2,1,6/9/16,Idaho,16,16,43.2464,-116.033,0.5
645483,Point,BLM,ID,IDBPD,Birds of Prey NCA,694236,OTR 40,586,KHC3,Human,32,0,B,2,1,6/10/16,Idaho,16,16,43.24385,-116.05159,0.5
645485,Point,BLM,ID,IDBPD,Birds of Prey NCA,694238,OTR 42,588,KHC8,Human,32,0,B,2,1,6/10/16,Idaho,16,16,43.24457,-116.03059,0.5
645497,Point,BLM,ID,IDBPD,Birds of Prey NCA,694281,OTR 54,603,KHQ1,Human,32,0,B,2,1,6/13/16,Idaho,16,16,43.24466,-116.04011,0.5
645500,Point,BLM,ID,IDBPD,Birds of Prey NCA,694284,OTR 57,606,KHQ8,Human,32,0,B,2,1,6/13/16,Idaho,16,16,43.1608,-116.1385,0.5
645506,Point,BLM,ID,IDBPD,Birds of Prey NCA,694290,OTR 63,612,KH4R,Human,32,0,B,2,1,6/17/16,Idaho,16,16,43.1896,-116.0253,0.5
645511,Point,BLM,ID,IDBPD,Birds of Prey NCA,694295,OTR 68,618,KHS0,Human,32,0,B,2,1,6/22/16,Idaho,16,16,43.18242,-116.0279,0.5
645513,Point,BLM,ID,IDBPD,Birds of Prey NCA,694297,OTR 70,620,KHS2,Human,32,0,B,2,1,6/22/16,Idaho,16,16,43.18157,-116.1473,0.5
659199,Point,BLM,MT,MTBUD,Butte Field Office,700209,Railroad,3164,KP8D,Human,30,0,B,2,1,9/11/16,Montana,30,30,45.90925,-112.2288,0.5
803003,Point,NPS,NCRO,DCRCP,Rock Creek Park,701027,FT SLOCUM 1,1620,KUD9,Human,30,0,B,2,1,11/21/16,District of Columbia,11,11,38.9642,-77.0103,0.5
26325,Point,FWS,43620,USMSNXR,Sam D. Hamilton Noxubee National Wildlife Refuge,91498,Morgan Hill,2016USMSNXRKS6Y,KS6Y,Human,0,0,B,2,1,11/3/16,Mississippi,28,28,33.2544,-88.7695,0.5
28778,Point,FWS,13700,USWAHFR,Hanford Reach National Monument/Saddle Mountain National Wildlife Refuge,90052,Little Wahluke,2016USWAHFRJ84P,J84P,Natural,0,0,B,2,1,5/14/16,Washington,53,53,46.69739,-119.66741,0.5
30066,Point,FWS,41550,USFLLWR,Lake Woodruff National Wildlife Refuge,90430,Harry_ Creek,2016USFLLWRKA9X,KA9X,Natural,0,0,B,2,1,6/20/16,Florida,12,12,29.072778,-81.433333,0.5
30186,Point,FWS,64620,USKSQUR,Quivira National Wildlife Refuge,90957,East WU 48,2016USKSQURKL2X,KL2X,Human,0,0,B,2,1,8/9/16,Kansas,20,20,38.171034,-98.490298,0.5
30617,Point,FWS,81654,USCASJR,San Joaquin River National Wildlife Refuge,89738,Lara Unit 16,2016USCASJRJ79B,J79B,Human,0,0,B,2,1,4/17/16,California,6,6,37.605,-121.178,0.5
30837,Point,FWS,41550,USFLLWR,Lake Woodruff National Wildlife Refuge,90431,St. Johns,2016USFLLWRKA9Y,KA9Y,Natural,0,0,B,2,1,6/20/16,Florida,12,12,29.066389,-81.432222,0.5
30853,Point,FWS,42653,USLARRR,Red River National Wildlife Refuge,90688,LARRR-FY16-WF-Lighting Fire,2016USLARRRKGA7,KGA7,Natural,0,0,B,2,1,7/1/16,Louisiana,22,22,32.43833,-93.66389,0.5
31592,Point,FS,3,307,Kaibab National Forest,6768482,STINA,42,EKV6,Natural,1,1,B,2,1,7/19/16,Arizona,4,4,36.373611,-112.333056,0.5
31604,Point,FS,5,515,Sierra National Forest,6772920,Twin,13,EK16,Natural,1,1,B,2,1,7/5/16,California,6,6,37.414722,-118.997778,0.5
31694,Point,FS,8,808,George Washington and Jefferson National Forest,6708258,Tower Road,75,J75K,Human,19,7,B,2,1,4/14/16,Virginia,51,51,36.883333,-82.716667,0.5
31701,Point,FS,8,803,Chattahoochee-Oconee National Forests,6771443,Watson Gap #2,75,8KT3,Human,19,7,B,2,1,11/18/16,Georgia,13,13,34.955,-84.506389,0.5
31741,Point,FS,5,512,San Bernardino National Forest,6770557,hill,87,KR3J,Human,30,9,B,2,1,10/10/16,California,6,6,34.355556,-117.439167,0.5
31742,Point,FS,5,512,San Bernardino National Forest,6770572,stockton,89,KR5D,Human,30,9,B,2,1,10/11/16,California,6,6,34.261389,-117.497778,0.5
31751,Point,FS,8,813,National Forests in Texas,6768946,Edge Water,10,J5YT,Human,25,9,B,2,1,2/9/16,Texas,48,48,31.204722,-94.219722,0.5
31754,Point,FS,8,813,National Forests in Texas,6768960,1277,29,J6BM,Human,25,9,B,2,1,2/24/16,Texas,48,48,31.353889,-94.285833,0.5
31757,Point,FS,8,813,National Forests in Texas,6769498,Boulware Hudspeth,42,J8W4,Human,19,7,B,2,1,5/6/16,Texas,48,48,31.131667,-94.384167,0.5
31761,Point,FS,8,813,National Forests in Texas,6768945,2189,50,J5XN,Human,30,9,B,2,1,2/8/16,Texas,48,48,31.224167,-94.246944,0.5
31780,Point,FS,8,813,National Forests in Texas,6768959,FS117,28,J56Y,Human,11,5,B,2,1,2/18/16,Texas,48,48,31.203889,-93.748333,0.5
31803,Point,FS,5,512,San Bernardino National Forest,6769174,hess,22,J924,Human,19,7,B,2,1,6/8/16,California,6,6,34.371389,-117.544722,0.5
31805,Point,FS,5,512,San Bernardino National Forest,6769162,rock,63,KL72,Human,3,2,B,2,1,8/15/16,California,6,6,34.340278,-117.460833,0.5
31806,Point,FS,5,512,San Bernardino National Forest,6769190,water,78,KQ70,Human,30,9,B,2,1,9/25/16,California,6,6,34.166667,-117.240833,0.5
31848,Point,FS,8,812,Francis Marion and Sumter National Forests,6740487,Saint Kennedy,6,EK27,Human,30,2,B,2,1,3/17/16,South Carolina,45,45,33.958889,-82.338889,0.5
31861,Point,FS,8,812,Francis Marion and Sumter National Forests,6740479,Spires,20,J86V,Human,3,2,B,2,1,5/17/16,South Carolina,45,45,33.992778,-82.46,0.5
31883,Point,FS,3,303,Cibola National Forest,6764703,Dan Valley,43,KBL4,Natural,1,1,B,2,1,6/21/16,New Mexico,35,35,35.201944,-108.374444,0.5
31893,Point,FS,5,514,Shasta-Trinity National Forest,6732744,GIBSON,50,KKB4,Human,30,2,B,2,1,8/2/16,California,6,6,41.045,-122.391111,0.5
32003,Point,FS,8,811,National Forests in North Carolina,6766361,Roan Mountain,160,KTXO,Human,19,7,B,2,1,11/14/16,North Carolina,37,37,36.102222,-82.095556,0.5
32020,Point,FS,4,407,Dixie National Forest,6750148,Harmony Heights,36,EKW4,Natural,1,1,B,2,1,9/12/16,Utah,49,49,37.448889,-113.303611,0.5
32030,Point,FS,1,102,Beaverhead-Deerlodge National Forest,6745205,Sheep Creek,41,EKS3,Natural,1,1,B,2,1,8/19/16,Montana,30,30,45.681389,-113.003333,0.5
32053,Point,FS,3,310,Santa Fe National Forest,6751046,Manzanares,48,EKV9,Natural,1,1,B,2,1,7/18/16,New Mexico,35,35,35.651111,-105.595833,0.5
32062,Point,FS,3,305,Coronado National Forest,6766072,Grant,18,EKV4,Natural,1,1,B,2,1,4/12/16,Arizona,4,4,32.678889,-109.898333,0.5
32079,Point,FS,5,519,Lake Tahoe Basin Management Unit,6752574,Edna 1,39,KP04,Human,30,7,B,2,1,9/7/16,California,6,6,38.928056,-119.948056,0.5
32104,Point,FS,3,310,Santa Fe National Forest,6765157,Polvadera Creek,37,EKV9,Natural,1,1,B,2,1,6/28/16,New Mexico,35,35,36.071111,-106.436111,0.5
32164,Point,FS,5,519,Lake Tahoe Basin Management Unit,6764806,King,49,KR0E,Human,30,9,B,2,1,10/5/16,Nevada,32,32,38.981111,-119.932778,0.5
32184,Point,FS,8,805,National Forests in Florida,6764642,West Branch,144,KT7U,Human,30,9,B,2,1,11/25/16,Florida,12,12,30.273333,-84.623333,0.5
32190,Point,FS,2,212,Pike and San Isabel National Forests,6764542,Palmer Lake,51,EKU6,Natural,1,1,B,2,1,7/22/16,Colorado,8,8,39.114444,-104.954167,0.5
32207,Point,FS,8,802,Daniel Boone National Forest,6764400,Laurel Creek,55,KTA7,Human,30,7,B,2,1,11/8/16,Kentucky,21,21,36.729167,-84.731667,0.5
32208,Point,FS,8,802,Daniel Boone National Forest,6764397,Dogwood,56,KTQ6,Human,30,7,B,2,1,11/13/16,Kentucky,21,21,36.745833,-84.408611,0.5
32236,Point,FS,3,303,Cibola National Forest,6764268,Lobo 1,15,J6PK,Human,11,9,B,2,1,3/8/16,New Mexico,35,35,35.215556,-107.713889,0.5
